source,target,year
9511,GM0823,2017
9512,GM0823,2018
9513,GM0823,2019
9514,GM0823,2020
9515,GM0823,2021
9516,GM0824,2010
9517,GM0824,2011
9518,GM0824,2012
9519,GM0824,2013
9520,GM0824,2014
9521,GM0824,2015
9522,GM0824,2016
9523,GM0824,2017
9524,GM0824,2018
9525,GM0824,2019
9526,GM0824,2020
9527,GM0824,2021
9528,GM1895,2010
9529,GM1895,2011
9530,GM1895,2012
9531,GM1895,2013
9532,GM1895,2014
9533,GM1895,2015
9534,GM1895,2016
9535,GM1895,2017
9536,GM1895,2018
9537,GM1895,2019
9538,GM1895,2020
9539,GM1895,2021
9540,GM0269,2010
9541,GM0269,2011
9542,GM0269,2012
9543,GM0269,2013
9544,GM0269,2014
9545,GM0269,2015
9546,GM0269,2016
9547,GM0269,2017
9548,GM0269,2018
9549,GM0269,2019
9550,GM0269,2020
9551,GM0269,2021
9552,GM0173,2010
9553,GM0173,2011
9554,GM0173,2012
9555,GM0173,2013
9556,GM0173,2014
9557,GM0173,2015
9558,GM0173,2016
9559,GM0173,2017
9560,GM0173,2018
9561,GM0173,2019
9562,GM0173,2020
9563,GM0173,2021
9564,GM1773,2010
9565,GM1773,2011
9566,GM1773,2012
9567,GM1773,2013
9568,GM1773,2014
9569,GM1773,2015
9570,GM1773,2016
9571,GM1773,2017
9572,GM1773,2018
9573,GM1773,2019
9574,GM1773,2020
9575,GM1773,2021
9576,GM0175,2010
9577,GM0175,2011
9578,GM0175,2012
9579,GM0175,2013
9580,GM0175,2014
9581,GM0175,2015
9582,GM0175,2016
9583,GM0175,2017
9584,GM0175,2018
9585,GM0175,2019
9586,GM0175,2020
9587,GM0175,2021
9588,GM0881,2010
9589,GM0881,2011
9590,GM0881,2012
9591,GM0881,2013
9592,GM0881,2014
9593,GM0881,2015
9594,GM0881,2016
9595,GM0881,2017
9596,GM0881,2018
9597,GM0881,2019
9598,GM0881,2020
9599,GM0881,2021
9600,GM1586,2010
9601,GM1586,2011
9602,GM1586,2012
9603,GM1586,2013
9604,GM1586,2014
9605,GM1586,2015
9606,GM1586,2016
9607,GM1586,2017
9608,GM1586,2018
9609,GM1586,2019
9610,GM1586,2020
9611,GM1586,2021
9612,GM0826,2010
9613,GM0826,2011
9614,GM0826,2012
9615,GM0826,2013
9616,GM0826,2014
9617,GM0826,2015
9618,GM0826,2016
9619,GM0826,2017
9620,GM0826,2018
9621,GM0826,2019
9622,GM0826,2020
9623,GM0826,2021
9624,GM0580,2010
9625,GM0580,2011
9626,GM0580,2012
9627,GM0580,2013
9628,GM0580,2014
9629,GM0580,2015
9630,GM0580,2016
9631,GM0580,2017
9632,GM0580,2018
9633,GM0580,2019
9634,GM0580,2020
9635,GM0580,2021
9636,GM0085,2010
9637,GM0085,2011
9638,GM0085,2012
9639,GM0085,2013
9640,GM0085,2014
9641,GM0085,2015
9642,GM0085,2016
9643,GM0085,2017
9644,GM0085,2018
9645,GM0085,2019
9646,GM0085,2020
9647,GM0085,2021
9648,GM0431,2010
9649,GM0431,2011
9650,GM0431,2012
9651,GM0431,2013
9652,GM0431,2014
9653,GM0431,2015
9654,GM0431,2016
9655,GM0431,2017
9656,GM0431,2018
9657,GM0431,2019
9658,GM0431,2020
9659,GM0431,2021
9660,GM0432,2010
9661,GM0432,2011
9662,GM0432,2012
9663,GM0432,2013
9664,GM0432,2014
9665,GM0432,2015
9666,GM0432,2016
9667,GM0432,2017
9668,GM0432,2018
9669,GM0432,2019
9670,GM0432,2020
9671,GM0432,2021
9672,GM0086,2010
9673,GM0086,2011
9674,GM0086,2012
9675,GM0086,2013
9676,GM0086,2014
9677,GM0086,2015
9678,GM0086,2016
9679,GM0086,2017
9680,GM0086,2018
9681,GM0086,2019
9682,GM0086,2020
9683,GM0086,2021
9684,GM0828,2010
9685,GM0828,2011
9686,GM0828,2012
9687,GM0828,2013
9688,GM0828,2014
9689,GM0828,2015
9690,GM0828,2016
9691,GM0828,2017
9692,GM0828,2018
9693,GM0828,2019
9694,GM0828,2020
9695,GM0828,2021
9696,GM0584,2010
9697,GM0584,2011
9698,GM0584,2012
9699,GM0584,2013
9700,GM0584,2014
9701,GM0584,2015
9702,GM0584,2016
9703,GM0584,2017
9704,GM0584,2018
9705,GM0584,2019
9706,GM0584,2020
9707,GM0584,2021
9708,GM1509,2010
9709,GM1509,2011
9710,GM1509,2012
9711,GM1509,2013
9712,GM1509,2014
9713,GM1509,2015
9714,GM1509,2016
9715,GM1509,2017
9716,GM1509,2018
9717,GM1509,2019
9718,GM1509,2020
9719,GM1509,2021
9720,GM0437,2010
9721,GM0437,2011
9722,GM0437,2012
9723,GM0437,2013
9724,GM0437,2014
9725,GM0437,2015
9726,GM0437,2016
9727,GM0437,2017
9728,GM0437,2018
9729,GM0437,2019
9730,GM0437,2020
9731,GM0437,2021
9732,GM0644,2010
9733,GM0644,2011
9734,GM0644,2012
9735,GM0644,2013
9736,GM0644,2014
9737,GM0644,2015
9738,GM0644,2016
9739,GM0644,2017
9740,GM0644,2018
9741,GM0644,2019
9742,GM0644,2020
9743,GM0644,2021
9744,GM0589,2010
9745,GM0589,2011
9746,GM0589,2012
9747,GM0589,2013
9748,GM0589,2014
9749,GM0589,2015
9750,GM0589,2016
9751,GM0589,2017
9752,GM0589,2018
9753,GM0589,2019
9754,GM0589,2020
9755,GM0589,2021
9756,GM1734,2010
9757,GM1734,2011
9758,GM1734,2012
9759,GM1734,2013
9760,GM1734,2014
9761,GM1734,2015
9762,GM1734,2016
9763,GM1734,2017
9764,GM1734,2018
9765,GM1734,2019
9766,GM1734,2020
9767,GM1734,2021
9768,GM0590,2010
9769,GM0590,2011
9770,GM0590,2012
9771,GM0590,2013
9772,GM0590,2014
9773,GM0590,2015
9774,GM0590,2016
9775,GM0590,2017
9776,GM0590,2018
9777,GM0590,2019
9778,GM0590,2020
9779,GM0590,2021
9780,GM1894,2010
9781,GM1894,2011
9782,GM1894,2012
9783,GM1894,2013
9784,GM1894,2014
9785,GM1894,2015
9786,GM1894,2016
9787,GM1894,2017
9788,GM1894,2018
9789,GM1894,2019
9790,GM1894,2020
9791,GM1894,2021
9792,GM0765,2010
9793,GM0765,2011
9794,GM0765,2012
9795,GM0765,2013
9796,GM0765,2014
9797,GM0765,2015
9798,GM0765,2016
9799,GM0765,2017
9800,GM0765,2018
9801,GM0765,2019
9802,GM0765,2020
9803,GM0765,2021
9804,GM1926,2010
9805,GM1926,2011
9806,GM1926,2012
9807,GM1926,2013
9808,GM1926,2014
9809,GM1926,2015
9810,GM1926,2016
9811,GM1926,2017
9812,GM1926,2018
9813,GM1926,2019
9814,GM1926,2020
9815,GM1926,2021
9816,GM0439,2010
9817,GM0439,2011
9818,GM0439,2012
9819,GM0439,2013
9820,GM0439,2014
9821,GM0439,2015
9822,GM0439,2016
9823,GM0439,2017
9824,GM0439,2018
9825,GM0439,2019
9826,GM0439,2020
9827,GM0439,2021
9828,GM0273,2010
9829,GM0273,2011
9830,GM0273,2012
9831,GM0273,2013
9832,GM0273,2014
9833,GM0273,2015
9834,GM0273,2016
9835,GM0273,2017
9836,GM0273,2018
9837,GM0273,2019
9838,GM0273,2020
9839,GM0273,2021
9840,GM0177,2010
9841,GM0177,2011
9842,GM0177,2012
9843,GM0177,2013
9844,GM0177,2014
9845,GM0177,2015
9846,GM0177,2016
9847,GM0177,2017
9848,GM0177,2018
9849,GM0177,2019
9850,GM0177,2020
9851,GM0177,2021
9852,GM0595,2010
9853,GM0595,2011
9854,GM0595,2012
9855,GM0595,2013
9856,GM0595,2014
9857,GM0595,2015
9858,GM0595,2016
9859,GM0595,2017
9860,GM0595,2018
9861,GM0595,2019
9862,GM0595,2020
9863,GM0595,2021
9864,GM0703,2010
9865,GM0703,2011
9866,GM0703,2012
9867,GM0703,2013
9868,GM0703,2014
9869,GM0703,2015
9870,GM0703,2016
9871,GM0703,2017
9872,GM0703,2018
9873,GM0703,2019
9874,GM0703,2020
9875,GM0703,2021
9876,GM0274,2010
9877,GM0274,2011
9878,GM0274,2012
9879,GM0274,2013
9880,GM0274,2014
9881,GM0274,2015
9882,GM0274,2016
9883,GM0274,2017
9884,GM0274,2018
9885,GM0274,2019
9886,GM0274,2020
9887,GM0274,2021
9888,GM0339,2010
9889,GM0339,2011
9890,GM0339,2012
9891,GM0339,2013
9892,GM0339,2014
9893,GM0339,2015
9894,GM0339,2016
9895,GM0339,2017
9896,GM0339,2018
9897,GM0339,2019
9898,GM0339,2020
9899,GM0339,2021
9900,GM1667,2010
9901,GM1667,2011
9902,GM1667,2012
9903,GM1667,2013
9904,GM1667,2014
9905,GM1667,2015
9906,GM1667,2016
9907,GM1667,2017
9908,GM1667,2018
9909,GM1667,2019
9910,GM1667,2020
9911,GM1667,2021
9912,GM0275,2010
9913,GM0275,2011
9914,GM0275,2012
9915,GM0275,2013
9916,GM0275,2014
9917,GM0275,2015
9918,GM0275,2016
9919,GM0275,2017
9920,GM0275,2018
9921,GM0275,2019
9922,GM0275,2020
9923,GM0275,2021
9924,GM0340,2010
9925,GM0340,2011
9926,GM0340,2012
9927,GM0340,2013
9928,GM0340,2014
9929,GM0340,2015
9930,GM0340,2016
9931,GM0340,2017
9932,GM0340,2018
9933,GM0340,2019
9934,GM0340,2020
9935,GM0340,2021
9936,GM0597,2010
9937,GM0597,2011
9938,GM0597,2012
9939,GM0597,2013
9940,GM0597,2014
9941,GM0597,2015
9942,GM0597,2016
9943,GM0597,2017
9944,GM0597,2018
9945,GM0597,2019
9946,GM0597,2020
9947,GM0597,2021
9948,GM0196,2010
9949,GM0196,2011
9950,GM0196,2012
9951,GM0196,2013
9952,GM0196,2014
9953,GM0196,2015
9954,GM0196,2016
9955,GM0196,2017
9956,GM0196,2018
9957,GM0196,2019
9958,GM0196,2020
9959,GM0196,2021
9960,GM1672,2010
9961,GM1672,2011
9962,GM1672,2012
9963,GM1672,2013
9964,GM1672,2014
9965,GM1672,2015
9966,GM1672,2016
9967,GM1672,2017
9968,GM1672,2018
9969,GM1672,2019
9970,GM1672,2020
9971,GM1672,2021
9972,GM1742,2010
9973,GM1742,2011
9974,GM1742,2012
9975,GM1742,2013
9976,GM1742,2014
9977,GM1742,2015
9978,GM1742,2016
9979,GM1742,2017
9980,GM1742,2018
9981,GM1742,2019
9982,GM1742,2020
9983,GM1742,2021
9984,GM0603,2010
9985,GM0603,2011
9986,GM0603,2012
9987,GM0603,2013
9988,GM0603,2014
9989,GM0603,2015
9990,GM0603,2016
9991,GM0603,2017
9992,GM0603,2018
9993,GM0603,2019
9994,GM0603,2020
9995,GM0603,2021
9996,GM1669,2010
9997,GM1669,2011
9998,GM1669,2012
9999,GM1669,2013
10000,GM1669,2014
10001,GM1669,2015
10002,GM1669,2016
10003,GM1669,2017
10004,GM1669,2018
10005,GM1669,2019
10006,GM1669,2020
10007,GM1669,2021
10008,GM0957,2010
10009,GM0957,2011
10010,GM0957,2012
10011,GM0957,2013
10012,GM0957,2014
10013,GM0957,2015
10014,GM0957,2016
10015,GM0957,2017
10016,GM0957,2018
10017,GM0957,2019
10018,GM0957,2020
10019,GM0957,2021
10020,GM0736,2010
10021,GM0736,2011
10022,GM0736,2012
10023,GM0736,2013
10024,GM0736,2014
10025,GM0736,2015
10026,GM0736,2016
10027,GM0736,2017
10028,GM0736,2018
10029,GM0736,2019
10030,GM0736,2020
10031,GM0736,2021
10032,GM1674,2010
10033,GM1674,2011
10034,GM1674,2012
10035,GM1674,2013
10036,GM1674,2014
10037,GM1674,2015
10038,GM1674,2016
10039,GM1674,2017
10040,GM1674,2018
10041,GM1674,2019
10042,GM1674,2020
10043,GM1674,2021
10044,GM0599,2010
10045,GM0599,2011
10046,GM0599,2012
10047,GM0599,2013
10048,GM0599,2014
10049,GM0599,2015
10050,GM0599,2016
10051,GM0599,2017
10052,GM0599,2018
10053,GM0599,2019
10054,GM0599,2020
10055,GM0599,2021
10056,GM0600,2010
10057,GM0600,2011
10058,GM0600,2012
10059,GM0600,2013
10060,GM0600,2014
10061,GM0600,2015
10062,GM0600,2016
10063,GM0600,2017
10064,GM0600,2018
10065,GM0600,2019
10066,GM0600,2020
10067,GM0600,2021
10068,GM0277,2010
10069,GM0277,2011
10070,GM0277,2012
10071,GM0277,2013
10072,GM0277,2014
10073,GM0277,2015
10074,GM0277,2016
10075,GM0277,2017
10076,GM0277,2018
10077,GM0277,2019
10078,GM0277,2020
10079,GM0277,2021
10080,GM0840,2010
10081,GM0840,2011
10082,GM0840,2012
10083,GM0840,2013
10084,GM0840,2014
10085,GM0840,2015
10086,GM0840,2016
10087,GM0840,2017
10088,GM0840,2018
10089,GM0840,2019
10090,GM0840,2020
10091,GM0840,2021
10092,GM0441,2010
10093,GM0441,2011
10094,GM0441,2012
10095,GM0441,2013
10096,GM0441,2014
10097,GM0441,2015
10098,GM0441,2016
10099,GM0441,2017
10100,GM0441,2018
10101,GM0441,2019
10102,GM0441,2020
10103,GM0441,2021
10104,GM0458,2010
10105,GM0458,2011
10106,GM0458,2012
10107,GM0458,2013
10108,GM0458,2014
10109,GM0458,2015
10110,GM0458,2016
10111,GM0458,2017
10112,GM0458,2018
10113,GM0458,2019
10114,GM0458,2020
10115,GM0458,2021
10116,GM0279,2010
10117,GM0279,2011
10118,GM0279,2012
10119,GM0279,2013
10120,GM0279,2014
10121,GM0279,2015
10122,GM0279,2016
10123,GM0279,2017
10124,GM0279,2018
10125,GM0279,2019
10126,GM0279,2020
10127,GM0279,2021
10128,GM0606,2010
10129,GM0606,2011
10130,GM0606,2012
10131,GM0606,2013
10132,GM0606,2014
10133,GM0606,2015
10134,GM0606,2016
10135,GM0606,2017
10136,GM0606,2018
10137,GM0606,2019
10138,GM0606,2020
10139,GM0606,2021
10140,GM0088,2010
10141,GM0088,2011
10142,GM0088,2012
10143,GM0088,2013
10144,GM0088,2014
10145,GM0088,2015
10146,GM0088,2016
10147,GM0088,2017
10148,GM0088,2018
10149,GM0088,2019
10150,GM0088,2020
10151,GM0088,2021
10152,GM0844,2010
10153,GM0844,2011
10154,GM0844,2012
10155,GM0844,2013
10156,GM0844,2014
10157,GM0844,2015
10158,GM0844,2016
10159,GM0844,2017
10160,GM0844,2018
10161,GM0844,2019
10162,GM0844,2020
10163,GM0844,2021
10164,GM0962,2010
10165,GM0962,2011
10166,GM0962,2012
10167,GM0962,2013
10168,GM0962,2014
10169,GM0962,2015
10170,GM0962,2016
10171,GM0962,2017
10172,GM0962,2018
10173,GM0962,2019
10174,GM0962,2020
10175,GM0962,2021
10176,GM0608,2010
10177,GM0608,2011
10178,GM0608,2012
10179,GM0608,2013
10180,GM0608,2014
10181,GM0608,2015
10182,GM0608,2016
10183,GM0608,2017
10184,GM0608,2018
10185,GM0608,2019
10186,GM0608,2020
10187,GM0608,2021
10188,GM1676,2010
10189,GM1676,2011
10190,GM1676,2012
10191,GM1676,2013
10192,GM1676,2014
10193,GM1676,2015
10194,GM1676,2016
10195,GM1676,2017
10196,GM1676,2018
10197,GM1676,2019
10198,GM1676,2020
10199,GM1676,2021
10200,GM0965,2010
10201,GM0965,2011
10202,GM0965,2012
10203,GM0965,2013
10204,GM0965,2014
10205,GM0965,2015
10206,GM0965,2016
10207,GM0965,2017
10208,GM0965,2018
10209,GM0965,2019
10210,GM0965,2020
10211,GM0965,2021
10212,GM1702,2010
10213,GM1702,2011
10214,GM1702,2012
10215,GM1702,2013
10216,GM1702,2014
10217,GM1702,2015
10218,GM1702,2016
10219,GM1702,2017
10220,GM1702,2018
10221,GM1702,2019
10222,GM1702,2020
10223,GM1702,2021
10224,GM0845,2010
10225,GM0845,2011
10226,GM0845,2012
10227,GM0845,2013
10228,GM0845,2014
10229,GM0845,2015
10230,GM0845,2016
10231,GM0845,2017
10232,GM0845,2018
10233,GM0845,2019
10234,GM0845,2020
10235,GM0845,2021
10236,GM0846,2010
10237,GM0846,2011
10238,GM0846,2012
10239,GM0846,2013
10240,GM0846,2014
10241,GM0846,2015
10242,GM0846,2016
10243,GM0846,2017
10244,GM0846,2018
10245,GM0846,2019
10246,GM0846,2020
10247,GM0846,2021
10248,GM1883,2010
10249,GM1883,2011
10250,GM1883,2012
10251,GM1883,2013
10252,GM1883,2014
10253,GM1883,2015
10254,GM1883,2016
10255,GM1883,2017
10256,GM1883,2018
10257,GM1883,2019
10258,GM1883,2020
10259,GM1883,2021
10260,GM0051,2010
10261,GM0051,2011
10262,GM0051,2012
10263,GM0051,2013
10264,GM0051,2014
10265,GM0051,2015
10266,GM0051,2016
10267,GM0051,2017
10268,GM0051,2018
10269,GM0051,2019
10270,GM0051,2020
10271,GM0051,2021
10272,GM0610,2010
10273,GM0610,2011
10274,GM0610,2012
10275,GM0610,2013
10276,GM0610,2014
10277,GM0610,2015
10278,GM0610,2016
10279,GM0610,2017
10280,GM0610,2018
10281,GM0610,2019
10282,GM0610,2020
10283,GM0610,2021
10284,GM0040,2010
10285,GM0040,2011
10286,GM0040,2012
10287,GM0040,2013
10288,GM0040,2014
10289,GM0040,2015
10290,GM0040,2016
10291,GM0040,2017
10292,GM0040,2018
10293,GM0040,2019
10294,GM0040,2020
10295,GM0040,2021
10296,GM1714,2010
10297,GM1714,2011
10298,GM1714,2012
10299,GM1714,2013
10300,GM1714,2014
10301,GM1714,2015
10302,GM1714,2016
10303,GM1714,2017
10304,GM1714,2018
10305,GM1714,2019
10306,GM1714,2020
10307,GM1714,2021
10308,GM0090,2010
10309,GM0090,2011
10310,GM0090,2012
10311,GM0090,2013
10312,GM0090,2014
10313,GM0090,2015
10314,GM0090,2016
10315,GM0090,2017
10316,GM0090,2018
10317,GM0090,2019
10318,GM0090,2020
10319,GM0090,2021
10320,GM0091,2010
10321,GM0091,2011
10322,GM0091,2012
10323,GM0091,2013
10324,GM0091,2014
10325,GM0091,2015
10326,GM0091,2016
10327,GM0091,2017
10328,GM0091,2018
10329,GM0091,2019
10330,GM0091,2020
10331,GM0091,2021
10332,GM0342,2010
10333,GM0342,2011
10334,GM0342,2012
10335,GM0342,2013
10336,GM0342,2014
10337,GM0342,2015
10338,GM0342,2016
10339,GM0342,2017
10340,GM0342,2018
10341,GM0342,2019
10342,GM0342,2020
10343,GM0342,2021
10344,GM0847,2010
10345,GM0847,2011
10346,GM0847,2012
10347,GM0847,2013
10348,GM0847,2014
10349,GM0847,2015
10350,GM0847,2016
10351,GM0847,2017
10352,GM0847,2018
10353,GM0847,2019
10354,GM0847,2020
10355,GM0847,2021
10356,GM0848,2010
10357,GM0848,2011
10358,GM0848,2012
10359,GM0848,2013
10360,GM0848,2014
10361,GM0848,2015
10362,GM0848,2016
10363,GM0848,2017
10364,GM0848,2018
10365,GM0848,2019
10366,GM0848,2020
10367,GM0848,2021
10368,GM0612,2010
10369,GM0612,2011
10370,GM0612,2012
10371,GM0612,2013
10372,GM0612,2014
10373,GM0612,2015
10374,GM0612,2016
10375,GM0612,2017
10376,GM0612,2018
10377,GM0612,2019
10378,GM0612,2020
10379,GM0612,2021
10380,GM0037,2010
10381,GM0037,2011
10382,GM0037,2012
10383,GM0037,2013
10384,GM0037,2014
10385,GM0037,2015
10386,GM0037,2016
10387,GM0037,2017
10388,GM0037,2018
10389,GM0037,2019
10390,GM0037,2020
10391,GM0037,2021
10392,GM0180,2010
10393,GM0180,2011
10394,GM0180,2012
10395,GM0180,2013
10396,GM0180,2014
10397,GM0180,2015
10398,GM0180,2016
10399,GM0180,2017
10400,GM0180,2018
10401,GM0180,2019
10402,GM0180,2020
10403,GM0180,2021
10404,GM0532,2010
10405,GM0532,2011
10406,GM0532,2012
10407,GM0532,2013
10408,GM0532,2014
10409,GM0532,2015
10410,GM0532,2016
10411,GM0532,2017
10412,GM0532,2018
10413,GM0532,2019
10414,GM0532,2020
10415,GM0532,2021
10416,GM0851,2010
10417,GM0851,2011
10418,GM0851,2012
10419,GM0851,2013
10420,GM0851,2014
10421,GM0851,2015
10422,GM0851,2016
10423,GM0851,2017
10424,GM0851,2018
10425,GM0851,2019
10426,GM0851,2020
10427,GM0851,2021
10428,GM1708,2010
10429,GM1708,2011
10430,GM1708,2012
10431,GM1708,2013
10432,GM1708,2014
10433,GM1708,2015
10434,GM1708,2016
10435,GM1708,2017
10436,GM1708,2018
10437,GM1708,2019
10438,GM1708,2020
10439,GM1708,2021
10440,GM0971,2010
10441,GM0971,2011
10442,GM0971,2012
10443,GM0971,2013
10444,GM0971,2014
10445,GM0971,2015
10446,GM0971,2016
10447,GM0971,2017
10448,GM0971,2018
10449,GM0971,2019
10450,GM0971,2020
10451,GM0971,2021
10452,GM1904,2010
10453,GM1904,2011
10454,GM1904,2012
10455,GM1904,2013
10456,GM1904,2014
10457,GM1904,2015
10458,GM1904,2016
10459,GM1904,2017
10460,GM1904,2018
10461,GM1904,2019
10462,GM1904,2020
10463,GM1904,2021
10464,GM0617,2010
10465,GM0617,2011
10466,GM0617,2012
10467,GM0617,2013
10468,GM0617,2014
10469,GM0617,2015
10470,GM0617,2016
10471,GM0617,2017
10472,GM0617,2018
10473,GM0617,2019
10474,GM0617,2020
10475,GM0617,2021
10476,GM1900,2010
10477,GM1900,2011
10478,GM1900,2012
10479,GM1900,2013
10480,GM1900,2014
10481,GM1900,2015
10482,GM1900,2016
10483,GM1900,2017
10484,GM1900,2018
10485,GM1900,2019
10486,GM1900,2020
10487,GM1900,2021
10488,GM0715,2010
10489,GM0715,2011
10490,GM0715,2012
10491,GM0715,2013
10492,GM0715,2014
10493,GM0715,2015
10494,GM0715,2016
10495,GM0715,2017
10496,GM0715,2018
10497,GM0715,2019
10498,GM0715,2020
10499,GM0715,2021
10500,GM0093,2010
10501,GM0093,2011
10502,GM0093,2012
10503,GM0093,2013
10504,GM0093,2014
10505,GM0093,2015
10506,GM0093,2016
10507,GM0093,2017
10508,GM0093,2018
10509,GM0093,2019
10510,GM0093,2020
10511,GM0093,2021
10512,GM0448,2010
10513,GM0448,2011
10514,GM0448,2012
10515,GM0448,2013
10516,GM0448,2014
10517,GM0448,2015
10518,GM0448,2016
10519,GM0448,2017
10520,GM0448,2018
10521,GM0448,2019
10522,GM0448,2020
10523,GM0448,2021
10524,GM1525,2010
10525,GM1525,2011
10526,GM1525,2012
10527,GM1525,2013
10528,GM1525,2014
10529,GM1525,2015
10530,GM1525,2016
10531,GM1525,2017
10532,GM1525,2018
10533,GM1525,2019
10534,GM1525,2020
10535,GM1525,2021
10536,GM0716,2010
10537,GM0716,2011
10538,GM0716,2012
10539,GM0716,2013
10540,GM0716,2014
10541,GM0716,2015
10542,GM0716,2016
10543,GM0716,2017
10544,GM0716,2018
10545,GM0716,2019
10546,GM0716,2020
10547,GM0716,2021
10548,GM0281,2010
10549,GM0281,2011
10550,GM0281,2012
10551,GM0281,2013
10552,GM0281,2014
10553,GM0281,2015
10554,GM0281,2016
10555,GM0281,2017
10556,GM0281,2018
10557,GM0281,2019
10558,GM0281,2020
10559,GM0281,2021
10560,GM0855,2010
10561,GM0855,2011
10562,GM0855,2012
10563,GM0855,2013
10564,GM0855,2014
10565,GM0855,2015
10566,GM0855,2016
10567,GM0855,2017
10568,GM0855,2018
10569,GM0855,2019
10570,GM0855,2020
10571,GM0855,2021
10572,GM0183,2010
10573,GM0183,2011
10574,GM0183,2012
10575,GM0183,2013
10576,GM0183,2014
10577,GM0183,2015
10578,GM0183,2016
10579,GM0183,2017
10580,GM0183,2018
10581,GM0183,2019
10582,GM0183,2020
10583,GM0183,2021
10584,GM1700,2010
10585,GM1700,2011
10586,GM1700,2012
10587,GM1700,2013
10588,GM1700,2014
10589,GM1700,2015
10590,GM1700,2016
10591,GM1700,2017
10592,GM1700,2018
10593,GM1700,2019
10594,GM1700,2020
10595,GM1700,2021
10596,GM1730,2010
10597,GM1730,2011
10598,GM1730,2012
10599,GM1730,2013
10600,GM1730,2014
10601,GM1730,2015
10602,GM1730,2016
10603,GM1730,2017
10604,GM1730,2018
10605,GM1730,2019
10606,GM1730,2020
10607,GM1730,2021
10608,GM0737,2010
10609,GM0737,2011
10610,GM0737,2012
10611,GM0737,2013
10612,GM0737,2014
10613,GM0737,2015
10614,GM0737,2016
10615,GM0737,2017
10616,GM0737,2018
10617,GM0737,2019
10618,GM0737,2020
10619,GM0737,2021
10620,GM0282,2010
10621,GM0282,2011
10622,GM0282,2012
10623,GM0282,2013
10624,GM0282,2014
10625,GM0282,2015
10626,GM0282,2016
10627,GM0282,2017
10628,GM0282,2018
10629,GM0282,2019
10630,GM0282,2020
10631,GM0282,2021
10632,GM0856,2010
10633,GM0856,2011
10634,GM0856,2012
10635,GM0856,2013
10636,GM0856,2014
10637,GM0856,2015
10638,GM0856,2016
10639,GM0856,2017
10640,GM0856,2018
10641,GM0856,2019
10642,GM0856,2020
10643,GM0856,2021
10644,GM0450,2010
10645,GM0450,2011
10646,GM0450,2012
10647,GM0450,2013
10648,GM0450,2014
10649,GM0450,2015
10650,GM0450,2016
10651,GM0450,2017
10652,GM0450,2018
10653,GM0450,2019
10654,GM0450,2020
10655,GM0450,2021
10656,GM0451,2010
10657,GM0451,2011
10658,GM0451,2012
10659,GM0451,2013
10660,GM0451,2014
10661,GM0451,2015
10662,GM0451,2016
10663,GM0451,2017
10664,GM0451,2018
10665,GM0451,2019
10666,GM0451,2020
10667,GM0451,2021
10668,GM0184,2010
10669,GM0184,2011
10670,GM0184,2012
10671,GM0184,2013
10672,GM0184,2014
10673,GM0184,2015
10674,GM0184,2016
10675,GM0184,2017
10676,GM0184,2018
10677,GM0184,2019
10678,GM0184,2020
10679,GM0184,2021
10680,GM0344,2010
10681,GM0344,2011
10682,GM0344,2012
10683,GM0344,2013
10684,GM0344,2014
10685,GM0344,2015
10686,GM0344,2016
10687,GM0344,2017
10688,GM0344,2018
10689,GM0344,2019
10690,GM0344,2020
10691,GM0344,2021
10692,GM1581,2010
10693,GM1581,2011
10694,GM1581,2012
10695,GM1581,2013
10696,GM1581,2014
10697,GM1581,2015
10698,GM1581,2016
10699,GM1581,2017
10700,GM1581,2018
10701,GM1581,2019
10702,GM1581,2020
10703,GM1581,2021
10704,GM0981,2010
10705,GM0981,2011
10706,GM0981,2012
10707,GM0981,2013
10708,GM0981,2014
10709,GM0981,2015
10710,GM0981,2016
10711,GM0981,2017
10712,GM0981,2018
10713,GM0981,2019
10714,GM0981,2020
10715,GM0981,2021
10716,GM0994,2010
10717,GM0994,2011
10718,GM0994,2012
10719,GM0994,2013
10720,GM0994,2014
10721,GM0994,2015
10722,GM0994,2016
10723,GM0994,2017
10724,GM0994,2018
10725,GM0994,2019
10726,GM0994,2020
10727,GM0994,2021
10728,GM0858,2010
10729,GM0858,2011
10730,GM0858,2012
10731,GM0858,2013
10732,GM0858,2014
10733,GM0858,2015
10734,GM0858,2016
10735,GM0858,2017
10736,GM0858,2018
10737,GM0858,2019
10738,GM0858,2020
10739,GM0858,2021
10740,GM0047,2010
10741,GM0047,2011
10742,GM0047,2012
10743,GM0047,2013
10744,GM0047,2014
10745,GM0047,2015
10746,GM0047,2016
10747,GM0047,2017
10748,GM0047,2018
10749,GM0047,2019
10750,GM0047,2020
10751,GM0047,2021
10752,GM0345,2010
10753,GM0345,2011
10754,GM0345,2012
10755,GM0345,2013
10756,GM0345,2014
10757,GM0345,2015
10758,GM0345,2016
10759,GM0345,2017
10760,GM0345,2018
10761,GM0345,2019
10762,GM0345,2020
10763,GM0345,2021
10764,GM0717,2010
10765,GM0717,2011
10766,GM0717,2012
10767,GM0717,2013
10768,GM0717,2014
10769,GM0717,2015
10770,GM0717,2016
10771,GM0717,2017
10772,GM0717,2018
10773,GM0717,2019
10774,GM0717,2020
10775,GM0717,2021
10776,GM0860,2010
10777,GM0860,2011
10778,GM0860,2012
10779,GM0860,2013
10780,GM0860,2014
10781,GM0860,2015
10782,GM0860,2016
